,stars
451,4.135957392891698
452,3.9252970794809317
453,4.711293834749793
454,3.7585866055201587
455,2.3799799620587283
456,4.142452067667229
457,4.493757298046054
458,3.6912990070412057
459,3.5285777062817685
460,3.8777142610684345
461,4.047264943229604
462,4.055098857892162
463,4.524260026309552
464,3.5760478119571593
465,4.4291520046706045
466,3.978848050506973
467,3.6096898366347547
468,3.856721981160944
469,3.5537639043787257
470,3.490449468349374
471,3.310881725831446
472,3.6037891323184743
473,3.264253709107854
474,3.737560715674242
475,3.7278468713610904
476,3.251683645842573
477,3.403228339568209
478,3.9155832351677793
479,3.2690710798650904
480,4.5265222748024305
481,2.678120668083709
482,4.227377338017084
483,3.824163290042393
484,2.8429330822863204
485,3.4558045619424043
486,2.8574642973567084
487,3.076517345301165
488,3.287255991185765
489,3.264253709107854
490,3.144010459093099
491,3.790521844070943
492,3.856721981160944
493,3.5286216584923293
494,3.4257666128249373
495,3.9456211842852476
496,3.6920984928134377
497,3.824163290042393
498,3.205392455101018
499,3.60860650307571
500,3.3382862202107226
501,3.563477748691878
502,3.3883114481504713
503,3.824163290042393
504,3.8679034863494994
505,4.039640974210395
506,3.5123691871930873
507,3.0273699356074806
508,4.318383473717592
509,2.960576487501313
510,2.9505279365619606
511,4.844397243002387
512,3.5365351437779484
513,3.5561093835001945
514,3.8679034863494994
515,3.6760996168676447
516,3.3738585655539155
517,3.6923528584917307
518,3.076517345301165
519,3.8664358254740954
520,3.6183203473888614
521,3.9155832351677793
522,3.3294501941436345
523,3.3017088737823204
524,3.5546417226247895
525,3.3017088737823204
526,3.60860650307571
527,3.076517345301165
528,3.9772834592257853
529,3.892328706767409
530,3.296812400226405
531,3.667467757082547
532,3.723730515320611
533,3.683516832424644
534,2.925231145083732
535,4.102905789549589
536,3.5853478468454316
537,4.162772044641636
538,3.226384735008508
539,3.639312627296352
540,3.6622365769004306
541,3.9578557705994823
542,4.285824782599041
543,3.3504424740511247
544,3.929700640813288
545,4.095439723627277
546,4.142579250506375
547,4.102939399488018
548,3.9028859890633507
549,2.912946938079338
550,3.8922454761388217
551,3.8777142610684345
552,3.3831138779067826
553,4.2574502461039705
554,3.6537647395680617
555,3.6526354453243846
556,3.2141012983289587
557,4.486756781594616
558,3.8077779674244043
559,3.32270115368981
560,3.1397821606403578
561,4.055976676138225
562,4.491701335191
563,3.7642970349503466
564,3.4467588927324266
565,3.5756340025322793
566,3.4467588927324266
567,2.985925597731682
568,3.649953140220881
569,3.5488193507823427
570,4.3184961864546985
571,3.2735537439961266
572,3.8874281053815842
573,4.1895083639177395
574,3.3259725310978094
575,3.5756340025322793
576,3.5798601816291855
577,4.662848980422555
578,3.0311823052795064
579,4.137634696909992
580,4.266509806709845
581,3.1504226735648864
582,3.865430824388885
583,3.8606134536316485
584,4.238768486348531
585,4.17722492723819
586,3.6874083048953468
587,3.774010879263497
588,3.940803813528011
589,4.414699892398895
590,3.865430824388885
591,3.5561093835001945
592,2.932521177801583
593,3.8606134536316485
594,3.2443152806508886
595,3.781300911981349
596,3.6061640935484602
597,3.6874083048953468
598,3.5488193507823427
599,3.568167936609968
600,4.165995342009166
601,3.275643316789608
602,3.8606134536316485
603,3.8931721447501992
604,3.4467588927324266
605,3.503562643234517
606,3.865430824388885
607,4.199222208230891
608,3.7585529955817316
609,3.5488193507823427
610,3.8931721447501992
611,4.51676035044881
612,3.461211005004137
613,4.630177576566898
614,4.11261963386274
615,3.547892682170964
616,3.852811910758289
617,3.090634750946674
618,3.4661074785600507
619,3.2638398996829743
620,3.4467588927324266
621,3.590165217602668
622,3.5189910448077644
623,3.6249422050035403
624,3.113972509975631
625,3.737560715674242
626,2.8706744026476345
627,3.8606134536316485
628,3.424761611739726
629,3.1766461336544936
630,3.2141012983289587
631,3.649953140220881
632,4.048349817438337
633,4.0711946642437375
634,3.671950421213582
635,3.8606134536316485
636,4.1724075564809535
637,3.7788282500207346
638,3.634622439378263
639,4.2040395789881275
640,3.181463504411729
641,3.4622167764141922
642,2.148838108571134
643,3.7585529955817316
644,3.6622365769004306
645,3.4467588927324266
646,4.707179019359003
647,3.32270115368981
648,3.1917685403852127
649,4.395384916509698
650,3.1349647898831208
651,3.7018617661980473
652,3.7585529955817316
653,3.4467588927324266
654,4.156281497696014
655,3.6124979755464155
656,3.642921601011233
657,3.240915950078896
658,3.9665646138274235
659,3.2831884855105993
660,3.8681131294923885
661,3.954715703860539
662,2.870260593222755
663,3.8606134536316485
664,4.2061306924313
665,3.8874281053815842
666,2.925231145083732
667,4.395384916509698
668,3.360156318364276
669,3.801673096826134
670,3.858399285179237
671,4.707179019359003
672,2.823170687033816
673,4.276144548224319
674,3.940803813528011
675,3.42744391684323
676,4.385671072196546
677,3.518863861968618
678,2.9524596062585484
679,4.2990684978283955
680,3.1776511347397025
681,3.4515762634896636
682,3.4515762634896636
683,2.8594426980627747
684,3.3731415400854274
685,3.7126769632960475
686,3.7272081783664355
687,3.1226022504048943
688,3.5488193507823427
689,3.5488193507823427
690,2.828401867215932
691,2.93976236015412
692,3.4622167764141922
693,3.64124429699294
694,3.509306682603131
695,3.4622167764141922
696,3.5559814303362014
697,4.086730880399335
698,2.9198218123413184
699,3.994767823654086
700,3.430583983582173
701,3.824163290042393
702,3.774010879263497
703,3.0574057653691127
704,4.0067020836053935
705,3.5209989276223492
706,3.063820099196737
707,3.4257666128249373
708,3.1349983998215487
709,3.4467588927324266
710,3.7642970349503466
711,4.195252403286354
712,3.9520333987570346
713,3.4622167764141922
714,3.9740306797497356
715,3.741373085346268
716,4.301282666280807
717,4.590698518326114
718,4.393327413004953
719,3.606674833379123
720,4.114631644507235
721,3.3831138779067826
722,3.015758031536169
723,3.399365000175033
724,3.926974383499224
725,2.5580251917986425
726,3.9108483247142853
727,2.6581333892614296
728,4.2990684978283955
729,4.271327177467081
730,4.013704140706522
731,4.540848744884684
732,2.678120668083709
733,3.5123691871930873
734,3.4257666128249373
735,3.6037891323184743
736,3.5123691871930873
737,3.64124429699294
738,3.489445237589009
739,3.3381590373715757
740,3.4622167764141922
741,3.989488563431501
742,3.7259152016645025
743,3.2033816826057517
744,3.3381590373715757
745,2.9291218472295903
746,3.3381590373715757
747,3.0483622155149703
748,3.763370366338969
749,3.649362527266695
750,3.72968084032705
751,3.837689504027571
752,4.422867743362809
753,4.673663985901856
754,2.444122595643985
755,3.360156318364276
756,3.0739002516004432
757,3.989488563431501
758,4.0835908136603924
759,3.969246918930928
760,3.414536257271067
761,3.642921601011233
762,3.649953140220881
763,4.0835908136603924
764,3.909249353169825
765,4.004019778501889
766,4.454246170516535
767,4.229054642035379
768,3.591091886214045
769,4.573407436003236
770,4.093304657973544
771,4.2172832942174825
772,4.524260026309552
773,3.4648199787190186
774,4.0835908136603924
775,3.58619541265813
776,3.8664358254740954
777,3.469716452274934
778,3.195696627600617
779,3.642921601011233
780,1.7908720685867547
781,3.3707177284901277
782,3.642921601011233
783,3.726920202749713
784,3.996988239292242
785,3.23609857932166
786,3.3254610209423023
787,3.726920202749713
788,3.677694460582196
789,3.649953140220881
790,3.5355301426927372
791,3.8140692462427888
792,3.4238349431283486
793,3.4963214608819797
794,3.6906796823033474
795,3.7869961009846493
796,4.084258988763565
797,3.5243494078290274
798,3.113972509975631
799,3.397946189664944
800,3.6932306767377936
801,3.0043668832047246
802,2.982624738215163
803,3.395552630503008
804,2.9063739308299734
805,4.419600493784719
806,3.934601242199112
807,3.9462893593884214
808,4.065484234813551
809,3.4384630886045193
810,3.7199669960138992
811,3.4622167764141922
812,3.774010879263497
813,3.3429764081288114
814,3.1504226735648864
815,3.4622167764141922
816,3.375614202046042
817,3.6344952565391155
818,3.430583983582173
819,3.349852631421785
820,4.986335328291079
821,3.0628934305853592
822,3.4622167764141922
823,3.4238349431283486
824,3.5437763261304847
825,3.59804509294986
826,4.184724603098931
827,3.989488563431501
828,3.5488193507823427
829,3.462295108888025
830,3.7643753674241784
831,3.3408413424750787
832,3.938331151567395
833,3.7643753674241784
834,4.654519566356221
835,2.286916322853476
836,4.308782342141548
837,3.7365557145890316
838,3.7642970349503466
839,3.5123691871930873
840,3.7393946846402013
841,3.635500257624325
842,3.1460966743815177
843,3.4622167764141922
844,3.162193251057938
845,3.2556231983537467
846,3.58619541265813
847,3.2370252479330377
848,3.157922349425628
849,3.774010879263497
850,3.5050791544752355
851,3.294418841064468
852,3.6928155182819244
853,4.1724075564809535
854,3.3789150615625605
855,3.1824685054969404
856,3.1932850516259297
857,4.1724075564809535
858,3.1932850516259297
859,4.481987490877849
860,3.8258405940606854
861,3.584678901417412
862,3.4724413605580065
863,4.308782342141548
864,3.1504226735648864
865,3.739238019692536
866,3.307530475299922
867,3.8606134536316485
868,3.5510815992752223
869,4.519349852976441
870,4.779157576080892
871,2.1622839816084047
872,3.626951436849115
873,4.085804982112803
874,3.5488193507823427
875,2.6327856280620514
876,3.608349358598497
877,3.634622439378263
878,3.9464165422275688
879,3.322828336528957
880,3.1129675088904207
881,3.5480198650101125
882,3.8606134536316485
883,3.634622439378263
884,3.6261994524112087
885,4.395384916509698
886,3.1793284387579974
887,4.26161333315393
888,3.8258405940606854
889,3.8606134536316485
890,3.806569570382049
891,3.15271641264036
892,3.774010879263497
893,3.3659003577328908
894,3.441975131913619
895,2.453836439957136
896,3.774010879263497
897,3.241842618690273
898,4.2644523032051005
899,3.5488193507823427
900,3.739238019692536
901,3.317917392871002
902,3.887762812007786
903,4.076091137799652
904,3.877826973805541
905,3.7440553904497724
906,2.925231145083732
907,3.3659003577328908
908,3.8258405940606854
909,3.877826973805541
910,4.0833811705175025
911,3.8606134536316485
912,4.080908508556888
913,3.8606134536316485
914,3.6144296452430034
915,3.9262237480923083
916,3.6144296452430034
917,3.4903719062003864
918,3.302635542393697
919,3.8444385444813944
920,3.4622167764141922
921,3.418476580107086
922,3.178577803351081
923,3.5488193507823427
924,3.2602645359065208
925,3.8606134536316485
926,3.8454435455666047
927,3.396014519968356
928,3.140708829251735
929,3.5050791544752355
930,3.2919950294691684
931,3.732664242118327
932,4.257542469973701
933,3.397946189664944
934,3.5653303155897875
935,3.989488563431501
936,2.9937271406050403
937,2.925231145083732
938,3.4525029321010403
939,3.2370252479330377
940,3.424761611739726
941,3.5488193507823427
942,3.424761611739726
943,3.1313894261066673
944,2.727506432703957
945,3.2321287743771228
946,3.821690628081778
947,4.042064785805696
948,3.1634071249611924
949,3.7163580222990173
950,4.079440847681485
951,3.4622167764141922
952,4.1799072323416935
953,4.137634696909992
954,2.676188998387121
955,4.142452067667229
956,4.137634696909992
957,4.1724075564809535
958,4.085804982112803
959,3.3658212549342124
960,3.8606134536316485
961,3.241842618690273
962,3.0525883946118766
963,3.3659003577328908
964,3.638722784667012
965,2.8011734060411153
966,3.1504226735648864
967,3.2370252479330377
968,3.3707177284901277
969,3.3380799345728964
970,3.2370252479330377
971,2.930048515840968
972,3.8606134536316485
973,3.657452816081622
974,3.4224161326182587
975,4.353112381077995
976,3.649953140220881
977,3.8258405940606854
978,3.4501574529795738
979,3.6402392959077297
980,4.222179767773397
981,5.0
982,3.2022523883620746
983,3.0082583556754288
984,4.041318278228689
985,3.9957735950641418
986,3.808037231257453
987,3.8177510755706052
988,3.280765444240144
989,3.696292411002905
990,3.1786553655000684
991,3.1697376494540834
992,3.8379438697058648
993,3.897063617220903
994,3.6127523412247093
995,2.1156895748232416
996,4.152165911980378
997,3.0910485603715525
998,3.205392455101018
999,3.3065262445395565
1000,4.058688463350248
1001,3.6949079807560885
1002,4.154223223866423
1003,3.8681131294923885
1004,3.082338946818767
1005,3.8777918232174216
1006,3.5546417226247895
1007,2.6595004597255243
1008,4.317793631088252
1009,3.090044908317333
1010,2.4588104756620393
1011,3.816746074485395
1012,4.468075600545319
1013,3.0579969570294443
1014,2.9809293040893037
1015,3.5685011025864783
1016,3.246147130261012
1017,2.7550836027826318
1018,3.564355566937942
1019,3.5625208276471367
1020,3.701109781760141
1021,3.0725281720998328
1022,4.040645204970761
1023,4.230234906000204
1024,3.2913563364745135
1025,2.2785437421056822
1026,2.8881422884998207
1027,3.529757970246595
1028,2.192684579398332
1029,4.363927386557295
1030,3.2242791514632954
1031,2.491613246661749
1032,3.0119120519257145
1033,1.9572893750924178
1034,3.511442518581709
1035,4.111073640513503
1036,3.0835349931149176
1037,2.6472343828286973
1038,3.101113700768782
1039,4.821430111512594
1040,4.6925550017127415
1041,2.6595004597255243
1042,4.284444480182134
1043,2.535415357930225
1044,3.132780103539229
1045,4.056099894328203
1046,3.3059852522755304
1047,4.068966796014129
1048,4.1709398956055495
1049,3.2499280093504463
1050,2.9381339065011405
1051,3.495984634899945
1052,3.1576638559174244
1053,3.467833632943659
1054,3.734083052628417
1055,2.6581333892614296
1056,3.3364843205335015
1057,3.7482787907477597
1058,3.984544009835118
1059,4.347542834264151
1060,4.125571713469847
1061,3.9193969538707965
1062,2.9063739308299734
1063,3.987015901470887
1064,3.5424071363105547
1065,3.242333990264141
1066,3.490449468349374
1067,3.9165874659281448
1068,4.092631584715615
1069,4.314984913470445
1070,3.2514787092357373
1071,3.253023353553984
1072,3.74397293014603
1073,3.2121414955548424
1074,3.936784387893314
1075,3.1795828044362913
1076,3.1844001751935274
1077,3.0977184980266994
1078,3.9096334888674855
1079,2.869055234198265
1080,3.1460966743815177
1081,3.5604633241423915
1082,3.1981024223831667
1083,3.7059271525173783
1084,4.0722779978027805
1085,4.123308226827739
1086,3.6500803230600285
1087,3.754661523111028
1088,3.5915041549892344
1089,3.6500803230600285
1090,3.251683645842573
1091,2.987264535118248
1092,1.3493225980659749
1093,3.6572424026138872
1094,3.4671613300105752
1095,3.1330306983302365
1096,3.7148127992746254
1097,3.940004327755781
1098,2.9398895429932668
1099,4.155482011923784
1100,3.0912245935760145
1101,2.784247861483945
1102,3.6246046086966572
1103,2.8061179596374983
1104,3.1130946917295677
1105,2.284631279419883
1106,3.9302904834426284
1107,3.2775421468726136
1108,3.640366478746876
1109,3.1130946917295677
1110,3.343021130664218
1111,3.0312270278149116
1112,3.251683645842573
1113,3.424888794578873
1114,2.8764298621324933
1115,3.5537639043787257
1116,3.6695266096182815
1117,3.3382862202107226
1118,3.251683645842573
1119,3.1130946917295677
1120,3.875271851541183
1121,3.6500803230600285
1122,3.6923528584917307
1123,3.7539444976425393
1124,3.7309414452397824
1125,3.06876465279312
1126,3.5972489646826933
1127,3.2164460071255814
1128,2.5378089170921605
1129,3.736682897428178
1130,3.588698024551647
1131,3.461263212874514
1132,4.6314717914180585
1133,4.117645877438021
1134,3.055445962594996
1135,3.5513219626758596
1136,4.696747379252518
1137,3.538387710675858
1138,3.75021246891842
1139,4.550770389190571
1140,3.6923528584917307
1141,3.563477748691878
1142,3.0900053047405933
1143,3.906030953957048
1144,4.11589101127074
1145,3.662059773371123
1146,3.524941837638586
1147,3.6913512149115846
1148,3.774806705030202
1149,3.7155618940318504
1150,4.644840102306343
1151,3.3017088737823204
1152,3.926722306652188
1153,3.025772972537094
1154,3.7634975491781155
1155,4.631470250768368
1156,3.5027336753537686
1157,4.2384789700821175
1158,4.134283446378468
1159,3.011322209296374
1160,4.424465944582424
1161,3.3010714189368935
1162,3.894718138099437
1163,3.3674463510821275
1164,3.3674463510821275
1165,3.465278510679303
1166,3.119330872996894
1167,3.631608785153622
1168,4.002264142009763
1169,3.685652668403221
1170,4.0300054623710775
1171,2.685823739901595
1172,3.4205627953955036
1173,3.526821299464797
1174,2.76472324245186
1175,4.575543850687958
1176,4.176556752135017
1177,3.6444675943604707
1178,3.6444675943604707
1179,3.6444675943604707
1180,3.9562616972097766
1181,4.126321881052379
1182,3.3326734915111653
1183,3.043879551383936
1184,3.5253034391930873
1185,3.402842663220858
1186,3.6200416036177154
1187,3.44521289938319
1188,3.0680455079687974
1189,3.4105967047598935
1190,3.895595956345499
1191,3.6537647395680617
1192,3.0977976008253774
1193,3.7491271268853037
1194,3.2855339646320667
1195,4.137809959789608
1196,4.114965112984208
1197,4.129417225255917
1198,4.758130915910129
1199,5.0
1200,3.828980660799629
1201,3.920400605925016
1202,3.9813207124675865
1203,3.8474514283811914
1204,3.0181970835583556
1205,3.1567860376713606
1206,4.296513375564039
1207,3.9992504877851216
1208,3.3674463510821275
1209,3.3828553843985785
1210,3.118789880732867
1211,3.2134778457611906
1212,3.2110051838005758
1213,4.112954340488941
1214,3.8926592855637017
1215,3.824163290042393
1216,3.740749632778499
1217,3.4686289908859798
1218,3.829776018741949
1219,3.829776018741949
1220,3.4313793415244938
1221,3.5424071363105547
1222,3.940803813528011
1223,3.940803813528011
1224,3.9592745811095726
1225,4.084337321237399
1226,2.1944233864411773
1227,2.6302752283330992
1228,2.942069331182405
1229,2.3184811254837943
1230,2.323298496241031
1231,4.550737852077452
1232,3.076517345301165
1233,3.680995320098715
1234,3.991834042552969
1235,3.680039939703663
1236,3.2218553398679943
1237,2.846651219614544
1238,3.7117991450499845
1239,3.8995355088566725
1240,4.206512240948743
1241,4.035572698210386
1242,4.286160838256232
1243,2.741800641878772
1244,3.175831986161521
1245,4.248784776380446
1246,3.5385939963136837
1247,3.2787862732092323
1248,4.248784776380446
1249,4.293114815316892
1250,3.59804509294986
1251,4.434179788895575
1252,3.1395277949620635
1253,3.479063218172683
1254,4.0419856830070175
1255,3.438669374242345
1256,4.514370919116783
1257,4.202576816267477
1258,4.308527976463253
1259,3.6704085556942534
1260,3.5512472902075523
1261,3.342352955561043
1262,4.231191056720101
1263,4.115974241899327
1264,4.073701706467625
1265,4.514370919116783
1266,3.352066799874194
1267,4.254563196012332
1268,4.514370919116783
1269,3.588702454882018
1270,4.427768344748632
1271,3.567544484042198
1272,3.804180139050022
1273,3.5512472902075523
1274,3.4683738548828407
1275,3.5789886105688664
1276,2.5390139566294523
1277,3.335062922843192
1278,3.350730449667847
1279,3.002817532350423
1280,3.1624476167362325
1281,3.2718805678077416
1282,3.8337980315568654
1283,3.9740306797497356
1284,3.1085164462237396
1285,3.617316695334641
1286,3.8230805351894936
1287,4.779157576080892
1288,3.420870139269022
1289,3.2690710798650904
1290,1.891422595597629
1291,4.150712721207016
1292,3.954461338182244
1293,3.4307432357100587
1294,3.5465522041347084
1295,3.804180139050022
1296,3.3104945088344038
1297,3.325841220428753
1298,4.0259387270207565
1299,3.445081588714133
1300,4.424334633913367
1301,4.323152764434361
1302,3.4079632500217034
1303,3.633154778502859
1304,3.8533234209137968
1305,3.5908822430711567
