223,10,4,106,105,1,1,3,3,0,4,0,16,2,2,0,5,7,4,105,54,1,0,11,13,1,175,2,4,2,2,4,3,2,731,6,0,144,893,0,0,1,4,5,15,0,718,1,0,2,1,3,1,2,12,7,1,2,3,92,2,3,489,5,5,2,192,186,0,0,0,0,3,4,1,0,10,2,8,4,2
334,5,4,107,193,1,1,0,3,0,4,0,5,2,2,0,2,7,4,107,56,1,0,11,13,1,135,2,4,2,2,4,0,2,249,6,0,241,409,0,0,1,4,443,0,0,455,0,0,2,0,3,1,2,11,7,0,3,1,94,2,3,485,5,5,2,39,182,0,0,0,0,3,4,1,0,9,0,6,5,2
445,13,4,121,36,1,1,3,3,0,4,0,19,2,2,0,7,5,7,72,20,3,0,5,6,2,0,3,2,2,2,4,0,0,617,6,0,244,799,0,0,1,4,843,0,0,1014,0,0,1,0,3,1,2,9,7,0,3,0,68,3,3,510,5,5,2,38,0,0,0,0,0,3,2,1,0,8,2,8,4,0
556,9,4,81,1163,1,1,3,3,0,4,0,12,2,2,0,0,4,4,58,6,1,0,7,8,2,0,3,4,1,4,4,3,6,0,6,0,845,774,0,4,1,0,791,220,0,242,0,0,1,0,3,1,4,9,7,0,3,1,45,3,1,62,5,5,2,0,0,0,0,0,0,3,4,1,0,4,4,8,4,0
667,13,4,109,555,1,1,3,3,0,4,0,19,2,2,0,7,6,4,62,10,3,0,12,14,1,302,3,4,1,4,4,0,1,532,6,0,630,109,0,0,1,4,116,0,0,100,0,1,1,0,3,1,4,10,7,1,5,1,49,2,2,221,5,5,2,0,0,0,0,18,0,3,2,1,0,5,3,0,4,0
778,5,4,96,523,1,1,0,3,0,4,0,21,2,2,0,2,9,4,110,58,1,0,11,13,4,167,2,4,2,2,4,3,6,0,6,0,213,349,0,0,1,4,370,0,0,373,0,0,2,0,2,1,0,10,7,1,2,1,97,0,2,319,5,5,2,0,63,0,0,0,0,3,4,1,0,10,2,6,5,2
889,10,4,81,1029,1,1,3,3,0,4,0,8,2,2,0,5,6,4,101,53,1,0,11,13,2,0,3,4,2,2,4,3,6,0,6,0,909,845,0,0,1,4,889,112,0,808,0,0,3,1,5,1,4,11,7,1,5,1,88,0,2,223,5,5,2,80,139,0,0,0,0,3,4,1,0,10,1,8,4,2
1000,5,4,81,988,1,1,3,3,0,4,0,12,2,2,0,2,4,3,73,21,1,0,5,6,2,0,3,4,1,4,4,3,5,249,3,162,354,799,0,4,1,4,820,0,0,998,0,1,1,0,3,1,4,9,7,0,3,5,84,3,2,306,5,5,2,294,0,0,0,0,0,3,4,1,0,5,0,8,4,0
1112,5,4,121,370,1,1,0,3,0,4,0,12,2,2,0,2,4,4,62,10,1,0,12,14,2,0,3,4,2,4,4,3,0,407,5,82,486,86,0,4,1,4,86,0,0,72,1,0,1,0,3,1,4,10,7,1,4,1,49,2,1,92,5,5,2,214,0,0,0,0,0,3,1,1,0,6,2,8,4,0
1223,4,5,54,817,1,1,3,3,0,4,0,17,2,2,1,5,4,4,25,58,1,0,7,8,2,0,3,4,0,4,4,3,6,0,6,0,770,706,0,2,1,4,722,336,0,328,0,0,2,0,2,3,4,12,7,0,3,6,101,1,0,0,3,3,0,0,0,4,0,0,0,3,4,1,0,8,3,6,5,0
1334,5,4,30,594,1,1,0,3,0,0,0,12,3,2,0,2,6,5,68,52,1,0,3,10,2,0,2,4,1,4,4,3,0,283,5,181,636,357,0,0,1,4,565,0,0,640,0,0,2,1,2,1,2,10,4,1,2,1,55,0,2,308,5,5,2,0,0,0,0,0,0,3,4,1,0,8,4,8,4,2
1445,10,4,101,1443,1,1,3,3,0,4,0,20,2,2,0,5,7,4,95,44,1,0,7,8,1,140,2,4,2,2,4,3,2,647,6,0,421,39,0,0,1,4,51,446,0,668,1,0,2,1,3,1,2,12,7,1,5,1,82,0,2,304,5,5,2,50,212,0,0,0,0,3,0,1,0,8,4,8,4,2
1556,10,4,71,1335,1,1,3,0,0,4,0,7,2,2,0,5,6,6,48,0,3,0,7,8,2,0,3,4,1,4,4,3,1,348,6,0,511,715,0,0,1,4,835,354,0,475,0,0,1,1,3,1,2,10,7,1,2,5,35,3,1,50,5,5,2,0,170,0,0,0,0,3,4,1,0,9,3,8,4,0
1667,5,4,121,1127,1,1,3,3,0,0,0,19,1,2,0,2,5,6,68,16,1,0,8,10,2,0,3,2,1,4,4,3,5,263,0,117,386,825,0,0,1,4,849,0,0,1020,1,0,1,0,3,1,2,10,7,0,3,5,55,3,1,94,5,5,2,96,0,0,0,0,0,3,2,1,0,9,1,8,4,0
1778,5,4,101,138,1,1,3,3,0,4,0,14,2,2,0,2,6,4,65,13,1,0,5,6,1,99,3,4,1,4,4,3,1,552,5,69,280,41,0,4,1,4,41,0,0,35,1,0,1,0,3,1,4,10,7,0,3,1,52,0,1,91,5,5,2,0,32,0,0,0,0,3,4,1,0,4,1,0,4,0
1889,5,4,101,1101,1,1,3,3,0,4,0,12,2,2,0,2,5,5,61,9,1,0,3,14,2,0,3,4,2,4,4,3,1,448,5,136,413,197,0,2,1,0,206,0,0,186,1,0,1,1,3,1,2,10,7,0,3,1,48,2,1,91,5,5,2,0,111,0,0,0,0,3,4,1,0,7,2,8,4,0
2000,5,4,121,238,1,1,1,2,0,1,2,4,2,2,0,2,7,4,73,52,1,0,8,10,4,206,3,4,1,2,4,1,2,99,6,0,528,425,0,4,1,4,545,0,0,604,1,0,2,0,2,1,2,9,7,2,5,1,60,3,2,416,5,5,2,230,167,0,0,0,0,3,4,1,0,8,1,8,4,2
2111,5,4,79,996,1,1,3,3,0,4,0,8,2,2,0,2,6,4,95,43,1,0,5,6,1,266,3,4,2,2,4,3,6,0,6,0,93,142,0,0,1,4,160,0,0,139,0,0,2,0,3,1,2,10,7,1,5,1,82,3,2,175,5,5,2,0,90,0,0,0,0,3,4,1,0,2,3,8,4,0
2223,5,4,97,1154,1,1,3,3,0,0,0,11,2,2,0,2,5,6,84,32,1,0,5,7,2,0,3,4,1,4,4,1,0,499,6,0,395,762,0,4,1,4,778,0,0,979,0,0,1,0,2,1,4,9,7,0,3,1,71,3,1,63,5,5,2,61,0,0,0,0,0,3,4,1,0,8,1,8,4,0
2334,6,4,84,488,1,1,3,3,0,4,0,7,2,2,0,2,5,5,44,19,1,0,13,15,2,0,3,4,1,4,4,3,1,313,6,0,746,892,0,0,1,4,921,0,0,1066,1,0,1,0,3,1,4,10,7,1,2,6,101,1,0,0,3,3,2,39,0,0,0,0,0,3,4,1,0,9,2,8,4,0
2445,0,4,74,778,1,1,3,3,0,4,0,0,2,2,4,2,7,4,108,57,1,0,13,15,1,349,2,4,2,0,4,0,6,0,6,0,121,199,0,0,1,4,207,0,0,187,0,0,2,0,2,1,2,10,7,1,2,1,96,0,3,363,5,5,2,39,51,0,0,0,0,3,4,1,0,8,1,6,5,2
2556,9,5,84,806,1,1,3,3,0,4,0,17,2,2,0,0,6,7,17,0,2,0,7,8,2,0,2,4,0,2,1,3,6,0,6,0,818,747,0,0,1,4,785,379,0,451,0,0,1,0,3,1,4,11,7,0,3,5,4,3,1,46,1,1,0,0,69,0,0,0,0,3,4,1,0,8,2,8,4,0
2667,10,4,101,1338,1,1,3,3,0,0,0,19,2,2,0,5,6,6,71,19,1,0,5,6,4,49,3,4,1,4,4,3,0,368,6,0,413,667,0,4,1,4,683,321,0,256,0,0,1,1,4,1,4,11,7,0,3,1,58,0,1,82,5,5,2,228,149,0,0,0,0,3,2,1,0,5,4,8,4,0
2778,5,4,86,1232,1,1,0,3,0,4,0,5,2,2,0,2,7,4,107,55,1,0,11,13,2,0,2,4,2,2,4,0,2,278,6,0,131,228,0,0,1,4,240,0,0,222,0,0,2,0,3,1,2,10,7,1,2,1,94,0,2,152,5,5,2,0,0,0,0,0,0,3,4,1,0,9,0,6,5,2
2790,9,4,83,1218,1,1,3,3,0,2,0,7,1,2,0,0,4,4,29,0,1,0,12,14,2,0,3,4,0,4,4,3,6,0,6,0,50,79,0,4,0,1,79,255,0,503,0,0,1,1,4,1,4,13,3,0,3,1,14,3,1,75,1,5,2,0,0,127,0,0,0,3,4,1,0,7,0,8,1,0
2801,10,4,121,308,1,1,0,3,0,4,0,14,2,2,0,5,6,5,78,26,1,0,8,10,1,181,3,4,1,4,4,3,3,200,6,0,736,786,0,4,1,4,101,462,0,710,0,0,2,1,4,1,2,12,7,1,5,1,65,0,2,283,5,5,2,0,100,0,0,0,0,3,4,1,0,8,1,8,4,2
2812,5,4,121,1278,1,1,3,3,0,4,0,19,2,2,0,2,5,2,61,9,1,0,12,10,2,0,3,4,1,4,4,3,2,312,6,0,755,5,0,4,1,4,5,0,0,4,0,0,1,0,3,1,4,9,7,0,3,6,101,1,0,0,3,3,2,0,110,0,0,0,0,3,4,1,0,9,2,8,4,0
2823,11,0,81,857,1,1,3,3,0,0,0,9,1,2,0,5,4,6,7,0,1,0,12,14,2,0,3,4,4,3,0,3,6,0,6,0,284,462,0,0,0,4,785,235,0,262,0,0,1,0,2,1,4,10,7,0,3,5,0,3,1,28,1,5,2,0,23,0,0,0,0,3,4,1,0,9,2,8,4,0
2835,12,5,113,867,1,1,3,3,0,0,0,17,2,2,0,3,6,5,18,0,1,0,12,14,2,0,3,4,1,4,4,3,6,0,6,0,785,719,0,0,1,4,863,474,11,786,0,0,1,0,5,1,4,12,7,0,3,6,101,1,0,0,3,3,2,0,81,104,0,0,0,3,2,1,0,9,3,8,0,0
2846,2,5,46,582,1,1,3,3,0,4,0,1,2,2,3,5,6,5,82,30,1,0,7,8,2,0,3,4,1,2,4,3,6,0,6,0,640,632,0,4,1,4,661,305,0,167,0,0,1,1,2,1,4,9,7,1,5,1,69,0,2,203,5,5,2,48,0,0,0,0,0,3,2,1,0,9,3,8,4,0
2857,5,4,101,1382,1,1,3,3,0,4,0,12,2,2,0,2,5,5,57,5,3,0,5,6,1,77,3,2,1,4,4,3,1,365,6,0,749,65,0,0,1,4,127,0,0,110,1,0,1,0,2,1,4,10,7,0,3,1,44,0,1,75,5,5,2,0,0,0,0,40,0,3,2,1,0,1,1,8,4,0
2868,0,5,65,771,1,1,0,1,0,0,1,6,0,2,4,2,8,4,106,55,3,0,4,5,4,86,2,4,2,0,4,1,2,158,6,0,351,399,0,0,1,4,465,0,0,482,1,1,2,0,2,1,2,9,7,1,2,1,93,0,2,261,5,5,2,22,175,0,0,28,0,3,4,1,0,7,4,8,4,2
2879,15,4,85,963,1,1,3,0,0,4,0,20,2,2,2,2,5,4,81,29,1,0,5,6,2,0,3,1,3,3,2,4,4,0,4,0,0,0,0,4,1,4,390,0,0,392,0,0,2,0,4,2,4,12,7,0,3,1,68,3,2,161,5,5,2,0,0,0,0,0,0,3,4,1,0,8,3,8,2,0
2890,3,5,44,543,1,1,3,3,0,4,0,10,2,2,4,6,4,5,74,22,1,0,4,5,2,0,3,4,1,2,4,0,3,189,2,133,0,652,0,0,1,4,677,0,0,947,1,0,1,0,1,1,4,7,7,0,3,6,101,1,0,0,3,3,2,322,110,0,0,0,0,3,4,1,0,7,4,8,4,0
2901,2,5,46,582,1,1,3,3,0,4,0,1,2,2,3,5,6,5,82,30,1,0,7,8,2,0,3,4,1,2,4,3,6,0,6,0,640,632,0,4,1,4,661,305,0,167,0,0,1,1,2,1,4,9,7,1,5,1,69,0,2,203,5,5,2,48,0,0,0,0,0,3,2,1,0,9,3,8,4,0
2912,11,2,121,874,1,1,0,2,0,4,0,9,2,2,0,4,5,0,10,0,3,0,12,14,2,0,3,4,0,4,4,3,6,0,6,0,732,677,0,0,1,4,127,318,0,610,0,0,2,0,4,1,4,11,0,0,3,5,2,3,1,75,5,1,0,0,0,0,0,0,0,3,4,1,0,0,2,8,4,0
2923,12,4,81,906,1,1,3,0,0,4,0,18,2,2,0,3,4,4,18,0,1,0,12,14,2,0,2,4,2,4,0,3,6,0,6,0,817,746,0,4,0,4,886,386,20,787,1,0,1,0,5,1,4,0,7,0,3,5,86,3,1,185,5,2,2,0,74,0,0,0,0,3,4,1,0,5,0,8,4,0
2934,10,4,101,67,1,1,3,3,0,4,0,14,2,2,0,5,6,4,74,22,1,0,11,13,2,171,3,4,1,4,4,3,5,283,6,0,576,703,0,2,1,4,10,374,0,587,1,0,1,2,4,1,4,12,3,1,5,1,61,2,2,225,5,5,2,43,0,0,0,23,0,3,4,1,0,2,0,8,4,2
2946,10,4,121,641,1,1,0,3,0,2,0,14,2,2,0,5,6,4,78,26,1,0,5,6,1,27,3,4,2,2,4,2,2,623,6,0,850,747,0,4,1,4,759,379,0,424,1,0,2,1,3,1,4,10,7,1,5,1,65,0,2,296,5,5,2,184,13,0,0,0,0,3,4,1,0,9,0,8,4,2
2957,0,1,58,749,1,2,0,3,0,4,0,21,2,2,4,2,8,4,107,55,1,0,7,8,2,0,2,4,2,2,4,3,2,21,6,0,337,190,0,0,1,4,200,0,0,179,1,0,1,1,1,1,2,8,7,1,2,1,94,0,2,282,5,5,2,0,206,0,0,0,0,3,4,1,0,6,0,8,4,2
2968,9,4,81,1108,1,1,3,3,0,4,0,12,0,2,0,0,6,4,52,0,1,0,12,14,2,0,3,4,1,4,4,0,5,554,6,0,286,746,0,2,0,4,743,169,0,97,0,0,1,0,3,1,4,9,7,0,3,5,78,3,2,507,5,5,2,0,0,0,0,66,0,3,4,1,0,3,3,0,0,0
2979,2,5,44,550,1,1,3,3,0,4,0,10,2,2,3,5,4,4,72,20,1,0,4,5,2,0,3,4,1,4,4,3,6,0,6,0,625,626,0,4,1,4,658,239,0,65,0,0,1,1,3,1,4,9,7,0,3,6,101,1,0,0,3,3,2,0,146,0,0,0,0,3,0,1,0,8,0,8,4,0
2990,9,5,96,1278,1,1,3,3,0,4,0,9,2,2,0,0,5,4,60,8,1,0,13,15,1,65,3,4,1,4,4,3,0,339,6,0,837,121,0,2,1,0,128,389,0,673,0,0,2,0,4,1,4,11,7,0,3,1,47,0,1,120,5,5,2,0,0,0,0,0,0,3,4,1,0,0,2,8,4,2
3001,5,4,121,1120,1,1,3,3,0,4,0,5,2,2,0,2,7,4,104,52,1,0,11,13,4,178,2,4,2,2,4,3,2,792,6,0,719,428,0,0,1,4,471,0,0,489,1,0,2,0,3,1,2,10,7,0,3,1,91,3,3,507,5,5,2,0,34,0,0,0,0,3,4,1,0,4,0,8,4,2
3012,5,4,121,370,1,1,0,3,0,4,0,12,2,2,0,2,4,4,62,10,1,0,12,14,2,0,3,4,2,4,4,3,0,407,5,82,486,86,0,4,1,4,86,0,0,72,1,0,1,0,3,1,4,10,7,1,4,1,49,2,1,92,5,5,2,214,0,0,0,0,0,3,1,1,0,6,2,8,4,0
3023,9,5,73,908,1,1,3,3,0,4,0,3,2,2,0,0,6,5,38,0,1,0,12,14,2,0,3,4,2,4,4,3,6,0,6,0,834,762,0,4,1,4,778,0,10,127,0,0,1,0,3,1,4,10,7,1,2,5,74,3,2,264,5,5,2,9,0,0,0,0,0,3,2,3,12,11,0,8,4,0
3034,10,4,93,84,1,1,0,1,0,1,0,8,2,2,0,5,8,4,107,55,1,0,11,13,2,0,2,4,2,2,4,3,6,0,6,0,883,816,0,0,1,4,840,456,0,594,0,0,2,1,3,1,2,12,7,1,2,1,94,0,3,449,5,5,2,0,17,0,0,0,0,3,4,1,0,8,0,8,4,2
3045,10,1,106,97,1,1,3,3,0,4,0,21,2,2,0,5,8,4,107,56,1,0,11,13,2,0,2,4,2,2,4,2,6,0,6,0,43,69,0,0,1,4,70,434,0,671,0,0,2,1,3,1,2,13,7,1,2,1,94,2,3,6,5,5,2,55,170,0,0,0,0,3,4,1,0,7,3,8,4,2
3057,10,4,101,137,1,1,3,3,0,4,0,14,6,2,0,5,5,4,71,19,4,0,13,6,1,153,3,4,1,4,4,3,5,462,1,79,0,735,0,0,1,4,752,410,0,459,0,0,2,1,4,1,4,11,2,0,3,1,58,0,2,203,5,5,2,100,0,0,0,0,0,3,1,1,0,6,1,8,4,0
3068,2,5,46,628,1,1,3,3,0,4,0,1,2,2,3,5,6,5,82,30,1,0,7,8,2,0,3,2,1,2,4,3,2,339,6,0,307,615,0,2,1,4,654,225,0,29,0,0,1,0,2,1,4,9,7,1,5,5,69,3,2,203,5,5,2,73,0,0,0,0,0,3,2,1,0,3,1,8,4,0
3079,9,5,71,958,1,1,3,3,0,0,0,9,2,2,0,0,6,6,44,0,1,0,12,14,2,0,3,4,0,4,4,3,0,372,6,0,462,696,0,2,1,0,711,216,0,155,0,0,1,0,3,1,2,10,7,0,3,5,54,0,2,404,5,5,2,0,0,104,0,0,0,3,2,1,0,7,1,8,4,0
3090,9,4,96,1364,1,1,3,3,0,4,0,7,2,2,0,0,6,3,56,22,1,0,12,14,2,0,3,4,1,4,0,3,5,430,6,0,630,890,0,2,1,4,177,287,0,623,0,0,2,0,4,1,4,11,7,0,3,1,43,3,1,103,5,5,2,74,0,0,0,0,0,3,4,1,0,1,0,8,4,0
3101,5,4,81,1175,1,1,3,1,0,4,1,5,2,2,0,2,5,4,80,28,1,0,5,6,1,41,3,4,1,2,4,3,5,551,6,0,528,30,0,4,1,4,30,0,0,24,0,0,2,0,3,1,4,9,7,0,3,6,101,1,0,0,3,3,2,0,0,0,0,0,0,3,4,1,0,10,3,8,4,0
3112,5,4,86,529,1,1,1,2,0,4,0,5,4,2,0,2,7,4,100,48,1,0,11,13,2,0,3,4,2,2,4,2,2,773,6,0,598,327,0,0,1,4,339,0,0,336,1,0,2,0,3,1,4,9,7,0,3,1,87,0,2,273,5,5,2,0,204,0,0,0,0,3,0,1,0,3,3,8,4,2
3123,0,1,66,808,1,1,0,3,0,2,0,21,2,2,4,2,8,4,106,54,1,0,7,8,2,0,2,4,2,2,4,0,2,721,6,0,608,274,0,0,1,4,287,0,0,277,1,0,2,0,2,1,2,10,7,1,2,1,93,0,2,274,5,5,2,55,178,0,0,0,0,3,4,1,0,9,1,8,4,2
3134,7,4,121,696,1,1,3,2,0,4,2,4,2,2,0,2,7,5,81,29,5,3,8,10,2,0,2,4,2,2,4,1,2,117,6,0,773,242,0,4,1,4,254,142,0,387,2,0,0,1,0,1,2,8,7,1,5,1,68,0,2,315,5,5,2,150,0,0,0,0,0,3,4,1,0,6,4,8,4,2
3145,10,4,89,202,1,1,0,3,0,4,0,5,2,2,0,5,7,4,103,52,1,0,11,13,1,65,2,4,2,2,4,2,2,457,6,0,537,831,0,0,1,4,856,429,0,583,1,0,2,1,3,1,2,10,7,1,5,1,90,2,2,333,5,5,2,0,160,0,0,0,0,3,4,1,0,11,2,8,4,2
3156,4,4,121,746,1,1,3,2,0,4,1,11,2,2,1,2,4,3,63,25,1,0,7,8,4,55,3,2,1,4,4,0,1,75,6,0,887,192,0,0,1,4,449,0,0,461,1,0,1,0,3,1,4,11,7,1,5,0,64,0,4,22,5,5,2,255,0,0,0,0,0,3,4,1,0,5,1,8,4,2
3168,0,4,69,754,1,1,3,3,0,4,0,16,2,2,4,2,7,4,105,53,1,0,11,13,4,66,2,4,2,2,4,3,6,0,6,0,181,292,0,0,1,4,302,0,0,296,0,0,2,0,2,1,2,10,7,1,5,1,92,2,2,219,5,5,2,43,149,0,0,0,0,3,4,1,0,2,3,8,4,2
3179,13,4,101,1382,1,1,3,3,0,4,0,12,2,2,0,7,6,5,57,46,3,0,0,0,2,0,3,4,1,4,4,0,1,710,6,0,247,888,0,2,1,4,476,0,0,496,1,0,1,0,3,1,2,12,7,1,5,3,44,2,1,136,5,5,2,0,132,0,0,42,0,3,2,1,0,1,2,8,4,2
3190,9,5,81,1382,1,0,3,3,0,4,0,17,2,2,0,0,5,5,50,0,1,0,7,8,4,154,3,4,1,4,4,3,5,303,6,0,908,164,0,2,1,0,185,190,0,502,1,0,1,0,3,1,4,10,7,0,3,5,37,3,1,50,5,5,2,0,0,27,0,0,0,3,4,1,0,7,0,8,4,0
3201,15,5,99,971,1,1,3,3,0,4,0,11,2,2,2,6,7,4,99,48,1,0,11,13,1,97,3,2,2,2,1,1,2,134,6,0,465,251,0,0,1,4,264,0,0,249,2,0,2,0,2,2,4,12,7,0,3,1,86,0,4,441,5,5,2,0,0,0,0,0,0,3,4,1,0,2,2,8,2,2
3212,5,4,63,542,1,1,0,1,0,1,0,8,2,2,0,2,9,4,108,57,1,0,11,13,4,63,0,4,2,0,4,1,2,138,6,0,529,470,0,0,1,4,519,0,0,559,1,0,2,0,3,1,0,11,7,2,2,1,95,0,3,427,5,5,2,93,155,0,0,0,0,3,4,1,0,1,3,8,4,2
3223,9,4,99,213,1,1,3,3,0,4,0,12,1,2,0,0,5,4,60,8,1,0,7,8,1,82,3,4,1,4,4,3,1,439,6,0,520,805,1,4,1,0,820,294,0,387,0,0,1,1,3,1,4,11,7,0,3,1,47,3,1,94,5,5,2,0,0,0,0,0,0,3,1,1,0,9,1,8,4,0
3234,5,4,91,1095,1,1,3,3,0,4,0,12,2,2,0,2,5,5,62,10,1,0,3,14,2,0,3,4,1,4,4,3,1,371,3,146,476,207,0,4,1,0,214,0,0,194,0,0,1,1,3,1,4,10,7,1,1,5,53,3,1,89,5,5,2,0,0,0,0,0,0,3,4,1,0,8,2,8,4,0
3245,5,4,97,950,1,1,0,3,0,4,0,5,2,2,0,2,5,6,81,29,1,0,5,6,1,238,3,4,1,4,4,3,0,622,1,182,144,827,0,4,1,4,851,0,0,1022,1,0,1,0,2,1,4,9,7,0,3,1,68,3,2,189,5,5,2,0,0,0,0,0,0,3,4,1,0,1,3,8,4,0
3256,13,4,102,93,1,1,3,3,0,4,0,14,2,2,0,7,6,5,77,50,1,0,8,10,1,142,3,4,1,4,0,3,0,501,6,0,126,671,0,4,1,4,94,368,0,634,0,0,3,0,3,1,2,12,7,1,5,1,64,2,2,226,5,5,2,266,132,0,0,0,0,3,4,1,0,8,0,8,4,2
3267,10,4,84,153,1,1,3,3,0,4,0,8,6,2,0,5,7,4,107,55,1,0,11,13,2,0,2,4,2,2,1,3,6,0,6,0,763,700,0,0,1,4,715,342,0,331,0,0,2,1,3,1,2,12,7,1,2,1,94,0,2,144,5,5,2,1,0,0,0,0,0,3,4,1,0,8,3,8,4,2
3279,5,4,96,1425,1,1,3,3,0,4,0,7,2,2,0,2,5,4,68,16,3,0,5,6,2,0,3,4,1,4,4,3,5,547,6,0,574,78,0,4,1,4,78,0,0,65,0,0,1,0,3,1,4,10,7,0,3,1,55,3,1,63,5,5,2,141,0,0,0,31,0,3,2,1,0,6,2,0,0,0
3290,5,4,101,138,1,1,3,3,0,4,0,12,3,2,0,2,6,5,63,42,1,0,5,6,1,5,3,4,1,4,4,3,5,751,6,0,507,230,0,4,1,4,525,0,0,575,1,0,2,0,3,1,4,10,3,2,5,1,50,2,2,165,5,5,2,214,220,0,0,21,0,3,4,1,0,10,0,8,4,2
3301,5,4,86,1232,1,1,0,3,0,4,0,5,2,2,0,2,7,4,107,55,1,0,11,13,2,0,2,4,2,2,4,0,2,278,6,0,131,228,0,0,1,4,240,0,0,222,0,0,2,0,3,1,2,10,7,1,2,1,94,0,2,152,5,5,2,0,0,0,0,0,0,3,4,1,0,9,0,6,5,2
3312,10,4,99,263,1,1,3,3,0,4,0,14,6,2,0,5,6,5,70,18,1,0,7,8,2,0,3,4,1,4,4,3,5,318,6,0,532,699,0,0,1,4,788,341,0,410,0,0,1,1,4,1,4,12,7,0,3,1,57,3,2,186,5,5,2,0,0,0,0,0,0,3,4,1,0,7,3,8,4,0
3323,15,4,96,1145,1,1,3,3,0,4,0,20,2,2,2,5,6,6,83,31,1,0,12,15,2,0,3,4,3,3,2,4,4,0,4,0,0,0,0,4,1,4,894,468,0,638,0,0,2,0,4,2,4,12,7,2,5,1,70,3,2,336,5,5,2,0,0,0,0,0,0,3,4,1,0,7,3,8,4,2
3334,9,5,81,869,1,1,0,0,0,4,0,17,1,2,0,0,6,6,25,48,1,0,7,8,2,0,3,4,0,4,4,3,6,0,6,0,888,820,0,2,1,4,74,37,0,144,0,0,1,0,4,1,4,11,7,0,3,6,101,1,0,0,3,3,0,0,220,0,0,0,0,3,2,1,0,11,2,3,0,0
